t,o,h,l,c,v,s
1736295720,3403.65,3404.25,3400.15,3400.2,9733,ETH_USDT
1736295720,202.83,202.83,202.36,202.36,238,SOL_USDT
1736295720,97011,97028,96902.5,96938,83779,BTC_USDT
1736295780,96938,96962.4,96899.1,96899.1,23278,BTC_USDT
1736295780,0.35108,0.35127,0.35082,0.35094,6507,DOGE_USDT
1736295780,3400.1,3401.95,3399.35,3401.7,9850,ETH_USDT
1736295780,202.33,202.68,202.32,202.66,140,SOL_USDT
1736295780,2.3015,2.3033,2.2993,2.3015,2487,XRP_USDT
1736295840,96898,97006,96876.6,97006,111528,BTC_USDT
1736295840,3401.75,3405.2,3400.05,3405.2,10942,ETH_USDT
1736295840,202.69,202.96,202.62,202.96,272,SOL_USDT
1736295840,2.3016,2.3023,2.2967,2.3023,2938,XRP_USDT
1736295840,0.35094,0.3512,0.35049,0.3512,30596,DOGE_USDT
1736295900,202.99,203.18,202.99,203.18,339,SOL_USDT
1736295900,2.3025,2.3095,2.3025,2.3092,9381,XRP_USDT
1736295900,3405.25,3409.1,3405.25,3409.1,18249,ETH_USDT
1736295900,0.35122,0.35221,0.35122,0.35221,45470,DOGE_USDT
1736295900,97006,97096,97006,97096,34219,BTC_USDT
1736295960,203.18,203.22,202.97,202.97,164,SOL_USDT
1736295960,2.3098,2.3098,2.3057,2.3073,222,XRP_USDT
1736295960,3409.05,3409.25,3405.15,3405.25,13422,ETH_USDT
1736295960,97096,97100,97032,97039.4,37189,BTC_USDT
1736295960,0.35226,0.35236,0.35152,0.35174,11264,DOGE_USDT
1736296020,0.35172,0.35174,0.35088,0.3509,25787,DOGE_USDT
1736296020,3405.2,3405.2,3400.45,3401.35,20919,ETH_USDT
1736296020,2.3069,2.3069,2.2982,2.2982,4755,XRP_USDT
1736296020,203,203,202.55,202.65,128,SOL_USDT
1736296020,97039.4,97047.5,96921,96930.7,67894,BTC_USDT
1736296080,3401.4,3401.4,3399.3,3399.3,12592,ETH_USDT
1736296080,2.2981,2.3009,2.2981,2.2996,1039,XRP_USDT
1736296080,202.64,202.64,202.54,202.54,32,SOL_USDT
1736296080,0.35094,0.35114,0.3509,0.35098,13236,DOGE_USDT
1736296080,96930.8,96955.4,96916.2,96916.2,46274,BTC_USDT
1736296140,2.3,2.3017,2.2999,2.3007,784,XRP_USDT
1736296140,0.35097,0.35107,0.35085,0.35106,2583,DOGE_USDT
1736296140,3399.55,3401.1,3399.55,3400.35,9787,ETH_USDT
1736296140,96916.3,96916.3,96902.4,96902.5,17551,BTC_USDT
1736296140,202.52,202.56,202.52,202.56,19,SOL_USDT
1736296200,202.63,202.63,202.28,202.32,877,SOL_USDT
1736296200,2.3009,2.3009,2.2966,2.2966,347,XRP_USDT
1736296200,0.35105,0.35117,0.3503,0.35031,18580,DOGE_USDT
1736296200,96902.5,96918.9,96820.1,96839.4,121559,BTC_USDT
1736296200,3400.5,3401.35,3397.1,3397.45,18111,ETH_USDT
1736296260,3397.4,3397.85,3392.8,3397.4,20462,ETH_USDT
1736296260,2.296,2.3008,2.2939,2.3002,520,XRP_USDT
1736296260,202.33,202.36,202.11,202.33,302,SOL_USDT
1736296260,96839.4,96864.5,96756.1,96864.5,111638,BTC_USDT
1736296260,0.35028,0.35083,0.34983,0.3506,23299,DOGE_USDT
1736296320,96857,97000,96857,96983,35295,BTC_USDT
1736296320,202.42,203,202.42,202.92,234,SOL_USDT
1736296320,2.3003,2.308,2.3003,2.308,2531,XRP_USDT
1736296320,3397.5,3405.1,3397.5,3403.25,10491,ETH_USDT
1736296320,0.35066,0.35185,0.35066,0.3516,20137,DOGE_USDT
1736296380,3403.55,3405.9,3402.05,3404.8,19174,ETH_USDT
1736296380,202.95,202.98,202.79,202.92,262,SOL_USDT
1736296380,0.35165,0.35184,0.35144,0.35157,7822,DOGE_USDT
1736296380,2.3063,2.3084,2.3047,2.3084,861,XRP_USDT
1736296380,97000,97019,96957.2,97000.7,77674,BTC_USDT
1736296440,2.3078,2.3078,2.3071,2.3076,80,XRP_USDT
1736296440,3404.8,3405.85,3403.95,3404.8,13156,ETH_USDT
1736296440,202.92,202.99,202.89,202.96,118,SOL_USDT
1736296440,0.3515,0.35169,0.35144,0.35152,13274,DOGE_USDT
1736296440,96996.8,97018.1,96977.9,97011.9,30749,BTC_USDT
1736296500,3405.05,3406.4,3404.45,3405.85,16541,ETH_USDT
1736296500,203,203.05,202.92,202.97,55,SOL_USDT
1736296500,0.35162,0.3518,0.35126,0.35135,4239,DOGE_USDT
1736296500,97012,97050.5,97012,97013.8,12081,BTC_USDT
1736296500,2.3094,2.3101,2.3065,2.3065,1038,XRP_USDT
1736296560,0.3514,0.35182,0.3514,0.3516,7833,DOGE_USDT
1736296560,2.3069,2.3111,2.3064,2.3101,2409,XRP_USDT
1736296560,3405.9,3407,3405.2,3406.05,31035,ETH_USDT
1736296560,97021.9,97044.7,97001.7,97012.2,19349,BTC_USDT
1736296560,202.97,203.21,202.97,203.11,667,SOL_USDT
1736296620,2.3103,2.3114,2.307,2.3111,171,XRP_USDT
1736296620,3406.1,3408.7,3405.2,3407.55,12758,ETH_USDT
1736296620,97015,97063.8,96998.2,97056.1,16927,BTC_USDT
1736296620,0.35157,0.3517,0.35122,0.35164,7028,DOGE_USDT
1736296620,203.04,203.04,202.94,203.02,724,SOL_USDT
1736296680,2.312,2.3186,2.3108,2.3186,1924,XRP_USDT
1736296680,3407.8,3409,3406.8,3409,8902,ETH_USDT
1736296680,97049.9,97064.3,97012.3,97064.2,43039,BTC_USDT
1736296680,0.35169,0.35217,0.35159,0.35217,11786,DOGE_USDT
1736296680,203.08,203.08,203.08,203.08,9,SOL_USDT
1736296740,2.3167,2.3189,2.3155,2.3189,9810,XRP_USDT
1736296740,97064.2,97108.5,97035.6,97093.8,61735,BTC_USDT
1736296740,0.35218,0.35244,0.35195,0.35244,102592,DOGE_USDT
1736296740,3409,3409.95,3407.4,3408.9,12378,ETH_USDT
1736296740,203.08,203.08,202.94,203,747,SOL_USDT
1736296800,202.96,203.01,202.77,202.89,659,SOL_USDT
1736296800,0.35243,0.35255,0.35218,0.35248,15133,DOGE_USDT
1736296800,2.3182,2.3186,2.3153,2.3177,1060,XRP_USDT
1736296800,3408.85,3409.95,3406.95,3409.7,15158,ETH_USDT
1736296800,97090,97104,97055.2,97092.3,32515,BTC_USDT
1736296860,2.3188,2.3267,2.3182,2.3263,8390,XRP_USDT
1736296860,97100,97117.7,97096.7,97105.3,41552,BTC_USDT
1736296860,0.3525,0.35291,0.35232,0.35261,26138,DOGE_USDT
1736296860,202.89,202.93,202.83,202.91,298,SOL_USDT
1736296860,3409.95,3410.6,3408.45,3409.75,18576,ETH_USDT
1736296920,97105.2,97131.8,97097.7,97131.8,22739,BTC_USDT
1736296920,2.3268,2.3324,2.3253,2.3292,5665,XRP_USDT
1736296920,202.9,202.91,202.83,202.83,189,SOL_USDT
1736296920,3409.75,3411.6,3408.9,3410.75,17188,ETH_USDT
1736296920,0.35241,0.35254,0.35219,0.35248,20866,DOGE_USDT
1736296980,97131.8,97149.9,97125,97125.3,11559,BTC_USDT
1736296980,0.35239,0.35264,0.35233,0.35242,5793,DOGE_USDT
1736296980,2.3288,2.3383,2.3285,2.3371,13442,XRP_USDT
1736296980,3410.7,3412.2,3410.5,3411.3,31986,ETH_USDT
1736296980,202.83,202.9,202.65,202.67,520,SOL_USDT
1736297040,202.72,202.9,202.72,202.81,256,SOL_USDT
1736297040,2.3371,2.3379,2.3288,2.3319,16292,XRP_USDT
1736297040,0.35241,0.35313,0.35241,0.35304,34563,DOGE_USDT
1736297040,3411.15,3412.9,3411.15,3412,20908,ETH_USDT
1736297040,97125.2,97177.5,97125.2,97177.5,54134,BTC_USDT
1736297100,202.7,202.7,202.3,202.42,558,SOL_USDT
1736297100,97177.5,97180.1,97093.5,97138.9,63042,BTC_USDT
1736297100,3411.9,3411.9,3407.05,3409.65,32193,ETH_USDT
1736297100,2.331,2.3313,2.3242,2.3273,14463,XRP_USDT
1736297100,0.353,0.353,0.35255,0.35281,78510,DOGE_USDT
1736297160,2.3255,2.3272,2.3231,2.3238,1023,XRP_USDT
1736297160,202.39,202.46,202.38,202.38,138,SOL_USDT
1736297160,97138.9,97150.3,97000,97023.4,55690,BTC_USDT
1736297160,3409.3,3410.1,3406,3407,21000,ETH_USDT
1736297160,0.35291,0.35336,0.35247,0.35267,16090,DOGE_USDT
1736297220,97019.2,97055.3,97015.2,97031.7,28043,BTC_USDT
1736297220,202.43,202.59,202.43,202.56,122,SOL_USDT
1736297220,0.35262,0.353,0.35261,0.3528,7684,DOGE_USDT
1736297220,3406.95,3408.95,3406.25,3406.95,8190,ETH_USDT
1736297220,2.3241,2.3256,2.3224,2.3244,441,XRP_USDT
1736297280,0.3528,0.35328,0.35277,0.3532,3295,DOGE_USDT
1736297280,2.3243,2.326,2.3201,2.3214,1932,XRP_USDT
1736297280,97031.8,97076.5,97020.1,97059.4,55098,BTC_USDT
1736297280,202.49,202.81,202.49,202.81,165,SOL_USDT
1736297280,3406.95,3408.85,3406.4,3408.85,5196,ETH_USDT
1736297340,3408.9,3411,3408.9,3410.85,11860,ETH_USDT
1736297340,202.75,202.75,202.62,202.64,60,SOL_USDT
1736297340,2.3225,2.323,2.3219,2.3219,544,XRP_USDT
1736297340,97059.4,97097.6,97054.1,97088,18109,BTC_USDT
1736297340,0.35315,0.35352,0.35315,0.35341,25007,DOGE_USDT
1736297400,202.65,202.79,202.65,202.75,233,SOL_USDT
1736297400,2.3224,2.3251,2.3223,2.3237,1444,XRP_USDT
1736297400,97088,97149.5,97088,97126,15716,BTC_USDT
1736297400,0.35342,0.3538,0.35325,0.35339,93296,DOGE_USDT
1736297400,3410.8,3414.2,3410.7,3413.7,36165,ETH_USDT
1736297460,2.3248,2.3254,2.3194,2.3194,2258,XRP_USDT
1736297460,0.35334,0.35349,0.35283,0.35311,51897,DOGE_USDT
1736297460,97126.1,97135.1,97098.7,97130.6,29145,BTC_USDT
1736297460,3413.2,3414.25,3410.8,3412.6,11560,ETH_USDT
1736297460,202.79,202.85,202.62,202.82,373,SOL_USDT
1736297520,202.76,202.87,202.7,202.78,312,SOL_USDT
1736297520,3412.65,3413.05,3411.5,3411.9,7819,ETH_USDT
1736297520,2.3197,2.3214,2.3187,2.3211,625,XRP_USDT
1736297520,97138.5,97139,97124.5,97133.4,28621,BTC_USDT
1736297520,0.35311,0.35326,0.3529,0.35319,12936,DOGE_USDT
1736297580,3411.9,3411.95,3408,3408.1,18888,ETH_USDT
1736297580,0.35319,0.35333,0.35278,0.35278,51133,DOGE_USDT
1736297580,2.3204,2.3211,2.3188,2.3188,471,XRP_USDT
1736297580,202.76,202.77,202.59,202.6,337,SOL_USDT
1736297580,97133.3,97136.5,97090,97090.1,20480,BTC_USDT
1736297640,97082.5,97130.6,97082.5,97109.3,34762,BTC_USDT
1736297640,3408.05,3409.45,3407.6,3408.85,25999,ETH_USDT
1736297640,0.35276,0.35304,0.35272,0.35277,9136,DOGE_USDT
1736297640,2.3196,2.3204,2.3189,2.3195,2951,XRP_USDT
1736297640,202.61,202.62,202.44,202.46,381,SOL_USDT
1736297700,3408.85,3410.25,3407.85,3410.25,12730,ETH_USDT
1736297700,202.45,202.45,202.08,202.24,454,SOL_USDT
1736297700,0.35274,0.35274,0.35254,0.35269,26682,DOGE_USDT
1736297700,2.3194,2.3217,2.3181,2.3207,691,XRP_USDT
1736297700,97105.6,97166.8,97097.8,97166.8,26848,BTC_USDT
1736297760,2.3206,2.3259,2.3204,2.322,5466,XRP_USDT
1736297760,0.35258,0.35299,0.35258,0.35275,39349,DOGE_USDT
1736297760,97166.8,97199.5,97166.8,97182.8,51806,BTC_USDT
1736297760,202.25,202.46,202.25,202.28,160,SOL_USDT
1736297760,3410.4,3412.5,3410.15,3410.65,11778,ETH_USDT
1736297820,2.3233,2.3265,2.3233,2.3262,2206,XRP_USDT
1736297820,97184.3,97239.9,97184.3,97222.1,77452,BTC_USDT
1736297820,3410.9,3413.8,3410.9,3412.7,9576,ETH_USDT
1736297820,0.35276,0.35332,0.35275,0.35312,34955,DOGE_USDT
1736297820,202.27,202.42,202.27,202.42,121,SOL_USDT
1736297880,3412.7,3412.7,3410.75,3411.45,4859,ETH_USDT
1736297880,97222,97222,97199.4,97208.3,18347,BTC_USDT
1736297880,202.45,202.6,202.45,202.6,202,SOL_USDT
1736297880,0.35308,0.3533,0.35306,0.3533,4931,DOGE_USDT
1736297880,2.3251,2.3273,2.3251,2.3258,3093,XRP_USDT
1736297940,2.326,2.334,2.326,2.3294,16770,XRP_USDT
1736297940,97208.3,97248.6,97208.3,97240.1,46597,BTC_USDT
1736297940,3411.5,3412.2,3411,3411,7822,ETH_USDT
1736297940,0.35334,0.35357,0.35325,0.35351,10235,DOGE_USDT
1736297940,202.64,202.68,202.56,202.58,174,SOL_USDT
1736298000,2.3301,2.3301,2.3234,2.3234,3253,XRP_USDT
1736298000,3410.95,3411,3405.3,3405.75,15458,ETH_USDT
1736298000,202.61,202.61,202.36,202.36,63,SOL_USDT
1736298000,97240,97240.1,97156.9,97159.3,60590,BTC_USDT
1736298000,0.35337,0.35337,0.35264,0.35264,18060,DOGE_USDT
1736298060,202.34,202.41,202.16,202.16,195,SOL_USDT
1736298060,2.3231,2.3236,2.32,2.3207,1140,XRP_USDT
1736298060,0.35264,0.35289,0.35246,0.3525,14389,DOGE_USDT
1736298060,97156.2,97210.8,97141.5,97165.5,46627,BTC_USDT
1736298060,3405.75,3408.3,3405.55,3406,5494,ETH_USDT
1736298120,2.322,2.3245,2.3209,2.3221,3387,XRP_USDT
1736298120,0.35255,0.35276,0.35232,0.3525,98765,DOGE_USDT
1736298120,97165.5,97171.8,97132.7,97140,31740,BTC_USDT
1736298120,202.14,202.17,201.81,201.88,3759,SOL_USDT
1736298120,3406.05,3406.95,3403.65,3404.7,24897,ETH_USDT
1736298180,3404.75,3405.35,3402.35,3403.3,15582,ETH_USDT
1736298180,201.89,201.99,201.81,201.81,323,SOL_USDT
1736298180,0.3525,0.35254,0.35211,0.35212,40954,DOGE_USDT
1736298180,97139.9,97144.2,97099.2,97099.2,18668,BTC_USDT
1736298180,2.321,2.321,2.3193,2.3208,597,XRP_USDT
1736298240,3403.05,3403.3,3398.4,3399.8,30828,ETH_USDT
1736298240,2.321,2.3212,2.3164,2.3172,1616,XRP_USDT
1736298240,0.35211,0.35211,0.35131,0.35146,36385,DOGE_USDT
1736298240,97099.3,97099.3,97000.1,97006.5,72646,BTC_USDT
1736298240,201.82,201.82,201.24,201.29,2687,SOL_USDT
1736298300,97004.5,97012.4,96965.3,96976.3,68411,BTC_USDT
1736298300,201.28,201.36,200.8,200.87,3794,SOL_USDT
1736298300,2.3175,2.3186,2.3146,2.3168,1829,XRP_USDT
1736298300,3399.25,3399.95,3396.25,3397.4,33173,ETH_USDT
1736298300,0.3514,0.3514,0.35089,0.35094,15324,DOGE_USDT
1736298360,96979.4,96998.6,96964.5,96974.3,94943,BTC_USDT
1736298360,2.3171,2.3209,2.3163,2.3203,271,XRP_USDT
1736298360,0.35099,0.35134,0.3508,0.35115,8409,DOGE_USDT
1736298360,200.93,201.03,200.71,201.01,1612,SOL_USDT
1736298360,3397.85,3401.35,3396.75,3400.15,34210,ETH_USDT
1736298420,201.04,201.72,200.97,201.7,995,SOL_USDT
1736298420,2.3202,2.325,2.319,2.325,774,XRP_USDT
1736298420,96975.9,97137.3,96971.7,97137.3,26210,BTC_USDT
1736298420,0.35117,0.35209,0.35106,0.35206,14444,DOGE_USDT
1736298420,3400.15,3409,3399.55,3408.75,20259,ETH_USDT
1736298480,2.3241,2.3243,2.3192,2.3209,217,XRP_USDT
1736298480,97123,97128.9,97088.8,97097.7,37576,BTC_USDT
1736298480,3408.5,3408.65,3406,3406.45,9656,ETH_USDT
1736298480,0.35205,0.35205,0.35152,0.35161,10138,DOGE_USDT
1736298480,201.71,201.82,201.43,201.56,1736,SOL_USDT
1736298540,3406.55,3406.55,3403.05,3405.05,13761,ETH_USDT
1736298540,97097.1,97097.1,97025.1,97048.9,30870,BTC_USDT
1736298540,0.35156,0.35156,0.3512,0.35135,27619,DOGE_USDT
1736298540,201.46,201.66,201.3,201.66,355,SOL_USDT
1736298540,2.3205,2.3213,2.3191,2.321,2377,XRP_USDT
1736298600,3405.15,3405.45,3402.95,3403,2617,ETH_USDT
1736298600,0.35134,0.35134,0.35068,0.35068,11590,DOGE_USDT
1736298600,201.7,201.73,201.22,201.22,974,SOL_USDT
1736298600,2.3213,2.3213,2.3157,2.3157,376,XRP_USDT
1736298600,97053,97065.8,97022,97024.9,48675,BTC_USDT
1736298660,97024.8,97024.8,96958.4,96958.4,51619,BTC_USDT
1736298660,201.22,201.22,200.81,200.81,1132,SOL_USDT
1736298660,0.35068,0.35068,0.35014,0.35018,31855,DOGE_USDT
1736298660,2.3156,2.3156,2.3098,2.3116,4614,XRP_USDT
1736298660,3402.95,3402.95,3400,3400,17722,ETH_USDT
1736298720,0.35018,0.35023,0.34991,0.35017,66215,DOGE_USDT
1736298720,200.82,200.82,200.71,200.73,380,SOL_USDT
1736298720,3400,3400.9,3399.2,3399.55,8509,ETH_USDT
1736298720,2.3112,2.3118,2.3093,2.3112,722,XRP_USDT
1736298720,96958.4,96985,96950,96971,31435,BTC_USDT
1736298780,0.35015,0.35024,0.34991,0.35007,10511,DOGE_USDT
1736298780,200.72,200.76,200.54,200.75,811,SOL_USDT
1736298780,96968.8,96968.8,96952.1,96960.5,24664,BTC_USDT
1736298780,2.3109,2.312,2.3096,2.3104,1905,XRP_USDT
1736298780,3399.35,3399.35,3397.1,3397.6,11909,ETH_USDT
1736298840,2.3104,2.3104,2.3043,2.3053,2539,XRP_USDT
1736298840,96960.4,96969.4,96924.3,96925.7,50932,BTC_USDT
1736298840,0.35007,0.35019,0.34952,0.34958,46776,DOGE_USDT
1736298840,200.72,200.74,200.33,200.41,1814,SOL_USDT
1736298840,3397.6,3398.15,3393.9,3395.05,49664,ETH_USDT
1736298900,96925.6,96944.5,96844.1,96944.5,144375,BTC_USDT
1736298900,2.3052,2.3052,2.3018,2.304,2516,XRP_USDT
1736298900,3395.15,3395.2,3391.1,3394,107894,ETH_USDT
1736298900,0.34958,0.34984,0.34933,0.34984,19569,DOGE_USDT
1736298900,200.4,200.68,200.27,200.68,885,SOL_USDT
1736298960,3394.45,3395.8,3393.15,3393.3,28608,ETH_USDT
1736298960,0.34988,0.35012,0.34972,0.34972,24025,DOGE_USDT
1736298960,200.73,200.77,200.44,200.44,830,SOL_USDT
1736298960,96944.5,96990,96944.5,96962.6,89286,BTC_USDT
1736298960,2.304,2.3054,2.3026,2.3041,1178,XRP_USDT
1736299020,200.5,201.17,200.47,201.1,1088,SOL_USDT
1736299020,3393.35,3398.7,3392.95,3396.95,24480,ETH_USDT
1736299020,0.34976,0.35057,0.34974,0.3504,53353,DOGE_USDT
1736299020,96962.5,97080.3,96962.5,97049.1,70227,BTC_USDT
1736299020,2.3049,2.3156,2.3049,2.3145,38205,XRP_USDT
1736299080,0.35041,0.35069,0.35035,0.35043,26694,DOGE_USDT
1736299080,97051.1,97065.4,97012.3,97034,24284,BTC_USDT
1736299080,3397.55,3398.55,3397.15,3397.85,6707,ETH_USDT
1736299080,2.3156,2.3168,2.3141,2.3161,2479,XRP_USDT
1736299080,201.12,201.12,200.99,201.02,429,SOL_USDT
1736299140,97034.1,97059.5,97034.1,97043.5,12876,BTC_USDT
1736299140,3397.85,3398.8,3396.45,3397.3,7871,ETH_USDT
1736299140,201.05,201.16,200.97,201.16,176,SOL_USDT
1736299140,0.3504,0.35058,0.35027,0.3504,42347,DOGE_USDT
1736299140,2.3162,2.3193,2.3162,2.3179,1080,XRP_USDT
1736299200,97043.5,97087.8,97042.5,97051.1,224432,BTC_USDT
1736299200,3397.35,3400.5,3397.35,3400.25,11438,ETH_USDT
1736299200,2.3177,2.3209,2.3177,2.3198,749,XRP_USDT
1736299200,201.09,201.32,201.09,201.32,106,SOL_USDT
1736299200,0.35033,0.35069,0.35031,0.3506,7381,DOGE_USDT
1736299260,3400.3,3403.45,3400.3,3403.1,24757,ETH_USDT
1736299260,2.3188,2.3214,2.3183,2.3208,71,XRP_USDT
1736299260,201.32,201.58,201.32,201.56,591,SOL_USDT
1736299260,0.35058,0.35107,0.35058,0.35107,11917,DOGE_USDT
1736299260,97050.1,97077.3,97050,97072.4,18542,BTC_USDT
1736299320,0.35108,0.35148,0.35093,0.35093,17127,DOGE_USDT
1736299320,201.57,201.7,201.38,201.41,121,SOL_USDT
1736299320,3403.35,3405.6,3401,3401.55,17193,ETH_USDT
1736299320,2.3221,2.3252,2.3204,2.3205,2433,XRP_USDT
1736299320,97074.8,97105.5,97016.3,97021.9,25706,BTC_USDT
1736299380,201.43,201.44,201.36,201.36,164,SOL_USDT
1736299380,2.3203,2.3206,2.3171,2.3171,2033,XRP_USDT
1736299380,97021.8,97044.5,97021.6,97024,16070,BTC_USDT
1736299380,0.35093,0.35104,0.35072,0.35072,8508,DOGE_USDT
1736299380,3401.05,3401.95,3400.6,3400.6,12091,ETH_USDT
1736299440,0.35072,0.35072,0.35032,0.35035,14799,DOGE_USDT
1736299440,201.33,201.33,201.08,201.25,264,SOL_USDT
1736299440,2.3165,2.3165,2.3154,2.3157,628,XRP_USDT
1736299440,97020,97020.1,96964.1,96996.1,101036,BTC_USDT
1736299440,3400.65,3400.8,3398,3399.1,27956,ETH_USDT
1736299500,3399.05,3399.05,3397.05,3397.65,4498,ETH_USDT
1736299500,2.3157,2.316,2.3126,2.3129,1153,XRP_USDT
1736299500,0.35034,0.35034,0.35002,0.35003,13317,DOGE_USDT
1736299500,201.22,201.23,201.08,201.23,95,SOL_USDT
1736299500,96996.1,96996.1,96953.5,96980.6,27746,BTC_USDT
1736299560,96981.3,97012.9,96965.7,97012.9,24708,BTC_USDT
1736299560,0.3501,0.3501,0.34977,0.35001,7943,DOGE_USDT
1736299560,201.22,201.28,201.11,201.28,202,SOL_USDT
1736299560,2.3136,2.3161,2.3135,2.3157,853,XRP_USDT
1736299560,3397.45,3398.7,3396.8,3398.7,7672,ETH_USDT
1736299620,201.3,201.34,201.13,201.3,129,SOL_USDT
1736299620,97012.8,97024.7,96985.4,97024.7,9360,BTC_USDT
1736299620,0.34998,0.3502,0.34985,0.3502,12530,DOGE_USDT
1736299620,2.3148,2.3173,2.3133,2.3155,2924,XRP_USDT
1736299620,3398.8,3399.25,3397.05,3398.7,8832,ETH_USDT
1736299680,201.26,201.26,201.14,201.22,130,SOL_USDT
1736299680,2.3147,2.3147,2.3127,2.3132,577,XRP_USDT
1736299680,3398.25,3398.25,3397.05,3397.55,1356,ETH_USDT
1736299680,97022,97022,96991,96994.8,17317,BTC_USDT
1736299680,0.35019,0.35019,0.34991,0.35003,3705,DOGE_USDT
1736299740,0.34999,0.35015,0.3499,0.34993,13744,DOGE_USDT
1736299740,2.3129,2.3131,2.3118,2.3118,570,XRP_USDT
1736299740,201.2,201.21,201.15,201.21,111,SOL_USDT
1736299740,96991.6,96995.2,96965.1,96965.1,14250,BTC_USDT
1736299740,3397.45,3397.85,3393,3393.3,19384,ETH_USDT
1736299800,96965,97060.3,96965,97060.3,51301,BTC_USDT
1736299800,2.3118,2.3188,2.3105,2.3188,10205,XRP_USDT
1736299800,201.2,201.44,201.2,201.39,193,SOL_USDT
1736299800,3393.3,3397.85,3392.5,3397.85,35133,ETH_USDT
1736299800,0.34991,0.35078,0.3499,0.35078,11424,DOGE_USDT
1736299860,0.35078,0.35101,0.35066,0.35074,22373,DOGE_USDT
1736299860,201.43,201.62,201.36,201.46,854,SOL_USDT
1736299860,2.3184,2.3208,2.3177,2.3195,1984,XRP_USDT
1736299860,97060.3,97075.4,97026.4,97036.3,14817,BTC_USDT
1736299860,3397.7,3400,3397,3398.75,19214,ETH_USDT
1736299920,201.49,201.49,201.35,201.46,94,SOL_USDT
1736299920,3398.8,3401.7,3398.25,3401.7,6683,ETH_USDT
1736299920,2.3197,2.321,2.3174,2.3204,1167,XRP_USDT
1736299920,97039.4,97061.5,97029.6,97057.8,24748,BTC_USDT
1736299920,0.35075,0.35115,0.35061,0.35115,7174,DOGE_USDT
1736299980,3401.7,3402,3400.2,3401.25,5576,ETH_USDT
1736299980,2.3211,2.3232,2.3196,2.321,3962,XRP_USDT
1736299980,201.53,201.56,201.43,201.43,152,SOL_USDT
1736299980,0.35116,0.35119,0.35087,0.3511,7198,DOGE_USDT
1736299980,97057.8,97064.3,97022.4,97058.1,14244,BTC_USDT
1736300040,97058.2,97067.7,97024,97056.4,11223,BTC_USDT
1736300040,2.3207,2.3225,2.3199,2.3225,121,XRP_USDT
1736300040,0.35109,0.35122,0.35076,0.35122,11544,DOGE_USDT
1736300040,201.39,201.39,201.25,201.33,54,SOL_USDT
1736300040,3401.35,3401.45,3398.8,3400.65,10482,ETH_USDT
1736300100,2.3222,2.3242,2.3201,2.3202,157,XRP_USDT
1736300100,201.47,201.47,200.91,200.93,580,SOL_USDT
1736300100,97056.4,97087.9,97031.7,97031.7,88396,BTC_USDT
1736300100,0.35126,0.35161,0.35113,0.35114,9829,DOGE_USDT
1736300100,3400.45,3400.75,3397.05,3397.05,7703,ETH_USDT
1736300160,2.3207,2.3207,2.316,2.3162,2757,XRP_USDT
1736300160,200.93,201.02,200.66,200.66,496,SOL_USDT
1736300160,3396.85,3397.65,3388.45,3389.55,54344,ETH_USDT
1736300160,97029.9,97043.3,96905.3,96905.3,56978,BTC_USDT
1736300160,0.3512,0.35129,0.34999,0.35007,21902,DOGE_USDT
1736300220,2.3158,2.3163,2.3147,2.315,166,XRP_USDT
1736300220,0.35013,0.3502,0.34962,0.34964,24872,DOGE_USDT
1736300220,3389.3,3391.25,3388.2,3389.85,77172,ETH_USDT
1736300220,96915.1,96930.7,96884.8,96901.1,80096,BTC_USDT
1736300220,200.7,200.92,200.54,200.59,925,SOL_USDT
1736300280,0.34961,0.34978,0.34948,0.34948,20890,DOGE_USDT
1736300280,2.3149,2.3162,2.3145,2.3145,3203,XRP_USDT
1736300280,3389.7,3391.45,3389.15,3390.45,34523,ETH_USDT
1736300280,96901.1,96911.1,96887.1,96887.1,29286,BTC_USDT
1736300280,200.61,200.9,200.61,200.8,360,SOL_USDT
1736300340,2.3149,2.3149,2.3123,2.3143,620,XRP_USDT
1736300340,3390.5,3391.15,3388.4,3390,9939,ETH_USDT
1736300340,200.81,200.86,200.72,200.78,116,SOL_USDT
1736300340,0.34955,0.3497,0.34933,0.34949,10302,DOGE_USDT
1736300340,96887.2,96913,96885.2,96905.1,24791,BTC_USDT
1736300400,200.77,200.77,200.51,200.65,1409,SOL_USDT
1736300400,0.3495,0.34951,0.34918,0.34934,38047,DOGE_USDT
1736300400,96897.8,96912.2,96897.7,96901.7,4939,BTC_USDT
1736300400,2.3129,2.3129,2.3099,2.3101,1077,XRP_USDT
1736300400,3389.65,3390.3,3388.35,3388.5,16287,ETH_USDT
1736300460,3388.25,3388.25,3385.25,3387.05,27811,ETH_USDT
1736300460,0.34924,0.34932,0.34885,0.3491,35848,DOGE_USDT
1736300460,2.31,2.31,2.3078,2.3078,840,XRP_USDT
1736300460,96900,96900,96817.8,96825.2,72806,BTC_USDT
1736300460,200.57,200.66,200.46,200.55,310,SOL_USDT
1736300520,96825.2,96827.6,96780.8,96780.8,100469,BTC_USDT
1736300520,2.3076,2.3095,2.3068,2.3068,1467,XRP_USDT
1736300520,3387.05,3387.25,3384.35,3384.6,19086,ETH_USDT
1736300520,0.3491,0.34914,0.3486,0.3486,26436,DOGE_USDT
1736300520,200.62,200.75,200.62,200.65,577,SOL_USDT
1736300580,2.3069,2.3073,2.3043,2.3056,3204,XRP_USDT
