t,o,h,l,c,v,s
1735914480,2.4237,2.4248,2.4228,2.4228,1465,XRP_USDT
1735914480,3510.25,3511.55,3510.05,3511.15,29931,ETH_USDT
1735914540,215.15,215.35,215.09,215.24,1041,SOL_USDT
1735914540,97060.3,97060.3,97019.1,97049.5,102959,BTC_USDT
1735914540,3511.3,3511.5,3508.2,3510.15,27836,ETH_USDT
1735914540,2.4226,2.4236,2.4211,2.4215,3119,XRP_USDT
1735914540,0.36174,0.36232,0.36174,0.3623,59135,DOGE_USDT
1735914600,97054.2,97054.3,96851.3,96937.6,214699,BTC_USDT
1735914600,3510.35,3510.5,3505.2,3508.2,69858,ETH_USDT
1735914600,0.36233,0.36274,0.36191,0.36253,40848,DOGE_USDT
1735914600,2.4214,2.4217,2.4183,2.42,2925,XRP_USDT
1735914600,215.23,215.23,214.85,214.92,686,SOL_USDT
1735914660,214.88,215.56,214.88,215.53,969,SOL_USDT
1735914660,96934.2,97134.8,96891,96990.4,236461,BTC_USDT
1735914660,2.4204,2.425,2.4204,2.4244,1130,XRP_USDT
1735914660,0.36263,0.36428,0.36246,0.36326,180087,DOGE_USDT
1735914660,3507.95,3524,3507.25,3515.45,294337,ETH_USDT
1735914720,215.51,215.99,215.51,215.81,994,SOL_USDT
1735914720,2.4229,2.4267,2.4222,2.4253,1642,XRP_USDT
1735914720,3515.25,3529,3514.7,3527.95,309782,ETH_USDT
1735914720,0.3632,0.36368,0.36287,0.36305,113060,DOGE_USDT
1735914720,96986.3,97074.5,96965.4,97027.1,255759,BTC_USDT
1735914780,215.78,216.13,215.76,215.89,3521,SOL_USDT
1735914780,2.4257,2.4293,2.4256,2.4293,2965,XRP_USDT
1735914780,0.36301,0.36364,0.36297,0.36333,69237,DOGE_USDT
1735914780,97027,97135,97010.1,97071.7,191255,BTC_USDT
1735914780,3528.2,3534.8,3526.75,3529.05,228288,ETH_USDT
1735914840,3529.05,3529.05,3519.05,3519.65,159440,ETH_USDT
1735914840,2.4288,2.4305,2.4278,2.4278,6861,XRP_USDT
1735914840,215.91,215.96,215.55,215.57,870,SOL_USDT
1735914840,0.36324,0.36324,0.36228,0.36228,77394,DOGE_USDT
1735914840,97070,97070,96815.8,96815.9,199229,BTC_USDT
1735914900,2.4278,2.428,2.4236,2.4241,7379,XRP_USDT
1735914900,3519.8,3521.1,3513.95,3515.6,133861,ETH_USDT
1735914900,96825,96841.1,96723.3,96760.1,315371,BTC_USDT
1735914900,0.36229,0.36256,0.36182,0.36252,81557,DOGE_USDT
1735914900,215.61,215.64,215.18,215.2,724,SOL_USDT
1735914960,0.36254,0.36254,0.3615,0.36154,34510,DOGE_USDT
1735914960,3515.85,3515.85,3508.8,3509.5,215971,ETH_USDT
1735914960,215.28,215.28,214.62,214.76,1193,SOL_USDT
1735914960,96760,96760,96598.9,96624.6,253583,BTC_USDT
1735914960,2.4235,2.424,2.4195,2.4202,6080,XRP_USDT
1735915020,0.3615,0.36282,0.3615,0.36281,33668,DOGE_USDT
1735915020,3509.55,3518.2,3506.6,3516.55,188763,ETH_USDT
1735915020,2.4198,2.426,2.4193,2.426,3180,XRP_USDT
1735915020,214.75,215.39,214.68,215.3,761,SOL_USDT
1735915020,96624.5,96798.2,96589,96798.2,252279,BTC_USDT
1735915080,96798.2,97127,96798.2,97110,336915,BTC_USDT
1735915080,0.36283,0.36469,0.36283,0.36449,123851,DOGE_USDT
1735915080,215.35,216.97,215.35,216.69,6365,SOL_USDT
1735915080,2.427,2.4355,2.427,2.4351,13483,XRP_USDT
1735915080,3516.6,3527.05,3516.6,3525.5,111485,ETH_USDT
1735915140,2.4353,2.4413,2.435,2.4392,9413,XRP_USDT
1735915140,97110,97324,97098,97298.6,616268,BTC_USDT
1735915140,0.36449,0.365,0.36345,0.36353,165444,DOGE_USDT
1735915140,216.67,218.08,216.67,217.9,7850,SOL_USDT
1735915140,3525.5,3533.35,3525.4,3530.8,193277,ETH_USDT
1735915200,97298.9,97320,97135.6,97146.6,258541,BTC_USDT
1735915200,0.36358,0.36368,0.36254,0.36255,42370,DOGE_USDT
1735915200,217.9,218.15,217.58,217.93,3074,SOL_USDT
1735915200,3531.2,3534.95,3528.05,3529.95,162022,ETH_USDT
1735915200,2.4396,2.4406,2.4344,2.4365,8150,XRP_USDT
1735915260,2.4369,2.438,2.4329,2.4334,4362,XRP_USDT
1735915260,97146.6,97229.7,97111.7,97180.5,122080,BTC_USDT
1735915260,0.36254,0.36291,0.36219,0.36231,42236,DOGE_USDT
1735915260,217.92,218.42,217.86,217.9,2485,SOL_USDT
1735915260,3529.95,3532.5,3525.9,3528.2,88023,ETH_USDT
1735915320,217.94,218.04,217.71,217.71,3162,SOL_USDT
1735915320,3527.75,3530.45,3526,3526.8,34219,ETH_USDT
1735915320,2.4332,2.4379,2.4326,2.4346,2908,XRP_USDT
1735915320,0.3623,0.36253,0.36163,0.36191,69946,DOGE_USDT
1735915320,97182.2,97249.9,97163.3,97232.1,143785,BTC_USDT
1735915380,97225.3,97225.3,97123.7,97147.3,130109,BTC_USDT
1735915380,2.4357,2.4375,2.434,2.4355,1254,XRP_USDT
1735915380,3526.55,3526.55,3521.05,3522.7,56924,ETH_USDT
1735915380,0.36197,0.36207,0.36185,0.36191,64277,DOGE_USDT
1735915380,217.71,218.5,217.54,217.96,2948,SOL_USDT
1735915440,3522.3,3525,3521.5,3523.9,46674,ETH_USDT
1735915440,218.01,218.08,217.93,217.99,758,SOL_USDT
1735915440,2.4348,2.4355,2.4334,2.4345,655,XRP_USDT
1735915440,0.36204,0.36208,0.3619,0.36208,27847,DOGE_USDT
1735915440,97143.4,97219.3,97122.2,97219.3,89461,BTC_USDT
1735915500,3523.85,3525,3517,3520.55,64102,ETH_USDT
1735915500,217.97,218.02,217.52,217.52,567,SOL_USDT
1735915500,97219.2,97252.9,96965.2,96971.3,161587,BTC_USDT
1735915500,0.36206,0.36225,0.36167,0.36176,27040,DOGE_USDT
1735915500,2.4338,2.4353,2.4274,2.432,12595,XRP_USDT
1735915560,0.3619,0.36348,0.3619,0.36348,58543,DOGE_USDT
1735915560,3520.6,3523.8,3517,3522.45,66831,ETH_USDT
1735915560,96972.2,97049.6,96907.5,97005.3,141093,BTC_USDT
1735915560,217.64,217.73,217.2,217.67,1184,SOL_USDT
1735915560,2.4324,2.4349,2.4314,2.433,4086,XRP_USDT
1735915620,3522.25,3526.1,3517.95,3520.4,72758,ETH_USDT
1735915620,0.36349,0.36349,0.36259,0.36259,35030,DOGE_USDT
1735915620,217.68,217.69,217.32,217.38,1206,SOL_USDT
1735915620,97005.4,97005.4,96867.6,96875.3,342801,BTC_USDT
1735915620,2.4333,2.4351,2.4314,2.4317,2195,XRP_USDT
1735915680,0.36258,0.36298,0.36233,0.36295,20721,DOGE_USDT
1735915680,2.4314,2.4331,2.4286,2.4306,710,XRP_USDT
1735915680,217.38,217.58,217.12,217.48,1455,SOL_USDT
1735915680,96867.6,96936.8,96743.2,96852.6,311828,BTC_USDT
1735915680,3520.5,3523.5,3517.65,3522.25,71214,ETH_USDT
1735915740,96852.6,96911.2,96806.4,96911.2,259926,BTC_USDT
1735915740,217.5,217.64,217.15,217.36,362,SOL_USDT
1735915740,0.36296,0.36316,0.36267,0.3629,30373,DOGE_USDT
1735915740,3522.3,3526.8,3520,3526.5,61201,ETH_USDT
1735915740,2.431,2.4341,2.4308,2.4339,1971,XRP_USDT
1735915800,0.36277,0.3635,0.36276,0.36276,23127,DOGE_USDT
1735915800,2.4331,2.4381,2.433,2.4368,3384,XRP_USDT
1735915800,3526.4,3535,3526.4,3533.95,101993,ETH_USDT
1735915800,217.35,217.86,217.34,217.69,762,SOL_USDT
1735915800,96912.4,97050.9,96905.1,96988.7,319714,BTC_USDT
1735915860,0.36276,0.36282,0.36179,0.36187,141717,DOGE_USDT
1735915860,96988.7,96988.7,96715.3,96746.2,436398,BTC_USDT
1735915860,3533.95,3533.95,3517.65,3520.05,133201,ETH_USDT
1735915860,2.4366,2.4377,2.4298,2.4298,3652,XRP_USDT
1735915860,217.67,217.79,216.89,216.93,1515,SOL_USDT
1735915920,96757.4,96857.1,96757.4,96825.6,96031,BTC_USDT
1735915920,0.36194,0.36225,0.36194,0.36219,19017,DOGE_USDT
1735915920,3520.1,3524,3519.8,3523.15,33104,ETH_USDT
1735915920,2.4317,2.435,2.4317,2.4349,627,XRP_USDT
1735915920,217.06,217.56,217.06,217.49,939,SOL_USDT
1735915980,217.49,217.82,217.43,217.82,859,SOL_USDT
1735915980,96824.8,96940.2,96804.4,96920.7,378223,BTC_USDT
1735915980,3523.2,3528,3522.85,3527.75,49710,ETH_USDT
1735915980,2.4358,2.4386,2.4347,2.4386,1127,XRP_USDT
1735915980,0.36209,0.36232,0.36191,0.36213,15037,DOGE_USDT
1735916040,96920.7,96933.1,96804.4,96905.1,108521,BTC_USDT
1735916040,3527.8,3529.85,3522.8,3525.1,50953,ETH_USDT
1735916040,2.4388,2.4392,2.4358,2.4388,525,XRP_USDT
1735916040,217.81,217.89,217.39,217.76,553,SOL_USDT
1735916040,0.36213,0.36235,0.36169,0.36235,94813,DOGE_USDT
1735916100,3525.2,3530.05,3524.95,3528.2,50211,ETH_USDT
1735916100,217.79,217.98,217.72,217.83,950,SOL_USDT
1735916100,0.36236,0.36289,0.36236,0.36286,13900,DOGE_USDT
1735916100,96905.2,97014.7,96902.6,96991.1,116746,BTC_USDT
1735916100,2.4388,2.4446,2.4388,2.4436,8040,XRP_USDT
1735916160,2.4447,2.4465,2.4372,2.4382,15698,XRP_USDT
1735916160,3527.8,3528.2,3522,3523.3,23269,ETH_USDT
1735916160,0.36286,0.36304,0.36245,0.36271,77210,DOGE_USDT
1735916160,96991.1,97014,96904.8,96959.2,119065,BTC_USDT
1735916160,217.85,217.86,217.49,217.73,380,SOL_USDT
1735916220,3523.85,3524.6,3520.2,3521.75,19368,ETH_USDT
1735916220,2.4392,2.4394,2.4363,2.4383,8884,XRP_USDT
1735916220,217.83,217.96,217.72,217.95,359,SOL_USDT
1735916220,96959.3,96979.8,96920.8,96920.8,40392,BTC_USDT
1735916220,0.36279,0.36328,0.36266,0.36299,32126,DOGE_USDT
1735916280,3521.5,3526.65,3521.5,3526.55,12840,ETH_USDT
1735916280,96917.3,97021.8,96891.8,97021.8,60541,BTC_USDT
1735916280,0.36298,0.36367,0.36298,0.36366,10820,DOGE_USDT
1735916280,218,218.24,217.91,218.24,341,SOL_USDT
1735916280,2.4381,2.439,2.4329,2.4343,4401,XRP_USDT
1735916340,0.36366,0.36371,0.36232,0.36251,35451,DOGE_USDT
1735916340,97021.8,97090.2,96977.2,96977.8,130598,BTC_USDT
1735916340,2.4363,2.4363,2.4337,2.435,3147,XRP_USDT
1735916340,3526.75,3528,3524,3525.95,15221,ETH_USDT
1735916340,218.25,218.34,218.04,218.13,976,SOL_USDT
1735916400,3525.8,3527.9,3520.6,3523.3,67102,ETH_USDT
1735916400,2.4351,2.4351,2.4301,2.4334,2714,XRP_USDT
1735916400,218.15,218.28,217.67,217.93,1239,SOL_USDT
1735916400,96985.6,97036.7,96850,96982.6,184696,BTC_USDT
1735916400,0.36251,0.36267,0.36144,0.36208,71609,DOGE_USDT
1735916460,2.4329,2.4329,2.428,2.4281,6613,XRP_USDT
1735916460,0.36208,0.36235,0.36097,0.36117,70875,DOGE_USDT
1735916460,217.89,217.98,217.3,217.34,1076,SOL_USDT
1735916460,96981.6,97006.7,96835,96874,111062,BTC_USDT
1735916460,3523.3,3525.05,3518.75,3519.05,55785,ETH_USDT
1735916520,96881.7,97029.9,96863.7,96943.9,118144,BTC_USDT
1735916520,3519.45,3525.25,3518.2,3522.15,54727,ETH_USDT
1735916520,2.4282,2.4316,2.4269,2.4279,7224,XRP_USDT
1735916520,0.36117,0.36212,0.36104,0.36129,50500,DOGE_USDT
1735916520,217.34,217.83,217.23,217.49,381,SOL_USDT
1735916580,96936.5,96997.9,96866.2,96908.8,67115,BTC_USDT
1735916580,3522.05,3524.05,3519.15,3521.05,25580,ETH_USDT
1735916580,0.36122,0.36179,0.36122,0.36177,16354,DOGE_USDT
1735916580,217.47,217.55,217.19,217.35,633,SOL_USDT
1735916580,2.4272,2.4292,2.4251,2.4278,1971,XRP_USDT
1735916640,3520.7,3527.55,3520.15,3527.5,42344,ETH_USDT
1735916640,0.36174,0.36251,0.36162,0.36251,29853,DOGE_USDT
1735916640,217.36,217.55,217.32,217.43,429,SOL_USDT
1735916640,2.4272,2.433,2.4272,2.433,3749,XRP_USDT
1735916640,96893.4,97099.9,96878,97097.1,246115,BTC_USDT
1735916700,97100,97221.9,97083.5,97209.7,254564,BTC_USDT
1735916700,0.36252,0.36356,0.36252,0.36356,77711,DOGE_USDT
1735916700,2.4327,2.4374,2.4327,2.4373,758,XRP_USDT
1735916700,3527.55,3532.1,3526.75,3530.5,79975,ETH_USDT
1735916700,217.45,217.62,217.29,217.43,787,SOL_USDT
1735916760,2.4376,2.4386,2.4349,2.4351,5611,XRP_USDT
1735916760,3530.5,3533.15,3524.25,3527.25,68571,ETH_USDT
1735916760,97205.7,97294.1,97104,97162.4,207219,BTC_USDT
1735916760,0.36358,0.36473,0.36346,0.36401,111569,DOGE_USDT
1735916760,217.47,217.67,217.04,217.34,1416,SOL_USDT
1735916820,3527.1,3527.6,3523,3525.3,38476,ETH_USDT
1735916820,0.36401,0.36402,0.36319,0.36379,49346,DOGE_USDT
1735916820,217.36,217.53,217.11,217.27,413,SOL_USDT
1735916820,2.4352,2.4352,2.4315,2.4329,2024,XRP_USDT
1735916820,97162.4,97186.5,97040.9,97140.4,224068,BTC_USDT
1735916880,3525.85,3531,3525.85,3529.25,30116,ETH_USDT
1735916880,97140.4,97242.4,97140.4,97181,185811,BTC_USDT
1735916880,0.36383,0.36398,0.36325,0.36327,15500,DOGE_USDT
1735916880,217.29,217.66,217.29,217.57,829,SOL_USDT
1735916880,2.4332,2.4371,2.4331,2.4371,1711,XRP_USDT
1735916940,97178.4,97215.3,97147.4,97174.5,105050,BTC_USDT
1735916940,0.36324,0.364,0.36295,0.364,165452,DOGE_USDT
1735916940,2.4363,2.439,2.4354,2.4378,3199,XRP_USDT
1735916940,217.55,217.7,217.39,217.41,170,SOL_USDT
1735916940,3529.25,3531.45,3527.85,3528.45,53700,ETH_USDT
1735917000,3528.45,3543.2,3528.45,3537.85,206724,ETH_USDT
1735917000,217.42,218.32,217.42,218.03,1667,SOL_USDT
1735917000,2.439,2.4487,2.439,2.4463,5162,XRP_USDT
1735917000,97178.1,97436.8,97178.1,97327.7,698558,BTC_USDT
1735917000,0.36404,0.36747,0.36404,0.36564,289982,DOGE_USDT
1735917060,0.36564,0.36609,0.36472,0.36593,153700,DOGE_USDT
1735917060,2.4454,2.4455,2.4414,2.4414,5781,XRP_USDT
1735917060,97325.8,97325.8,97123.4,97123.5,206500,BTC_USDT
1735917060,3537.75,3537.75,3531.7,3532.15,79805,ETH_USDT
1735917060,218,218.04,217.58,217.58,374,SOL_USDT
1735917120,3532.15,3532.15,3523.25,3528.8,167494,ETH_USDT
1735917120,0.36583,0.36587,0.36496,0.36557,140275,DOGE_USDT
1735917120,2.44,2.44,2.4365,2.4385,1958,XRP_USDT
1735917120,217.55,217.55,217.1,217.46,614,SOL_USDT
1735917120,97123.4,97123.5,96979.7,97103.7,374530,BTC_USDT
1735917180,217.41,217.56,217.25,217.44,826,SOL_USDT
1735917180,0.3655,0.36804,0.36536,0.36728,285350,DOGE_USDT
1735917180,2.4391,2.4409,2.438,2.4406,487,XRP_USDT
1735917180,3528.7,3532.75,3527.4,3532.35,57251,ETH_USDT
1735917180,97100.4,97176.2,97066.7,97157.2,114819,BTC_USDT
1735917240,217.51,217.56,217.37,217.44,290,SOL_USDT
1735917240,97154.7,97155.2,97103.3,97120.3,73859,BTC_USDT
1735917240,0.3673,0.36825,0.36614,0.36644,317788,DOGE_USDT
1735917240,2.4415,2.4415,2.4395,2.441,8269,XRP_USDT
1735917240,3532.35,3535,3530.35,3533.4,50381,ETH_USDT
1735917300,2.4408,2.4428,2.439,2.4394,5070,XRP_USDT
1735917300,0.3664,0.36764,0.36636,0.3676,406439,DOGE_USDT
1735917300,217.4,217.66,217.4,217.6,525,SOL_USDT
1735917300,97120.4,97179.1,97083.4,97102.5,101660,BTC_USDT
1735917300,3533.75,3536.55,3531.6,3532.6,39748,ETH_USDT
1735917360,2.4391,2.4402,2.4374,2.4385,1814,XRP_USDT
1735917360,97102.4,97248.4,97067.2,97078.7,287397,BTC_USDT
1735917360,217.55,217.85,217.42,217.47,585,SOL_USDT
1735917360,0.36752,0.3687,0.36718,0.36789,271742,DOGE_USDT
1735917360,3532.8,3537.7,3530.95,3532.3,79684,ETH_USDT
1735917420,3532.8,3535.75,3531.65,3532.85,71156,ETH_USDT
1735917420,2.4391,2.4444,2.439,2.4437,7602,XRP_USDT
1735917420,0.368,0.3685,0.36734,0.36763,79487,DOGE_USDT
1735917420,217.46,217.59,217.32,217.34,206,SOL_USDT
1735917420,97081.1,97119.9,97010.6,97039.2,324731,BTC_USDT
1735917480,2.4439,2.4445,2.4424,2.4429,1031,XRP_USDT
1735917480,97039.2,97045.4,96978.8,97007.8,180498,BTC_USDT
1735917480,3533.05,3533.65,3530,3531.2,38743,ETH_USDT
1735917480,0.36747,0.36768,0.36649,0.36701,126951,DOGE_USDT
1735917480,217.34,217.41,217.15,217.39,208,SOL_USDT
1735917540,2.4428,2.4434,2.4382,2.4387,6547,XRP_USDT
1735917540,3531.1,3531.55,3525.85,3528.6,48081,ETH_USDT
1735917540,97004.5,97016.6,96905,96921.6,109227,BTC_USDT
1735917540,0.36688,0.36693,0.366,0.3666,206980,DOGE_USDT
1735917540,217.3,217.52,217.26,217.27,131,SOL_USDT
1735917600,217.42,217.42,216.92,216.93,645,SOL_USDT
1735917600,3528.7,3529.15,3522.9,3523.05,44594,ETH_USDT
1735917600,96926,96958,96830.5,96830.5,158451,BTC_USDT
1735917600,2.4394,2.4401,2.4357,2.4379,7416,XRP_USDT
1735917600,0.36665,0.36712,0.36599,0.36599,62788,DOGE_USDT
1735917660,2.4352,2.4352,2.4316,2.4316,3276,XRP_USDT
1735917660,0.36596,0.36596,0.36444,0.36461,302137,DOGE_USDT
1735917660,96830.5,96833.1,96750,96750,283396,BTC_USDT
1735917660,3523.15,3523.4,3519.6,3519.6,85435,ETH_USDT
1735917660,216.94,216.94,216.52,216.57,1662,SOL_USDT
1735917720,96750.1,96900,96743.7,96886.1,327505,BTC_USDT
1735917720,3519.6,3526.65,3519,3526,48686,ETH_USDT
1735917720,216.5,216.81,216.46,216.78,840,SOL_USDT
1735917720,0.36462,0.3651,0.36431,0.36456,76166,DOGE_USDT
1735917720,2.4322,2.4347,2.4316,2.4335,1185,XRP_USDT
1735917780,216.78,217,216.69,216.98,885,SOL_USDT
1735917780,3525.7,3528.45,3525.45,3528,40204,ETH_USDT
1735917780,0.36451,0.3651,0.36409,0.36426,105611,DOGE_USDT
1735917780,2.4349,2.4369,2.4346,2.4369,1358,XRP_USDT
1735917780,96886.2,97021.6,96877.7,97015.1,153680,BTC_USDT
1735917840,2.4369,2.4401,2.4362,2.4391,1564,XRP_USDT
1735917840,0.3642,0.36506,0.3639,0.36486,63405,DOGE_USDT
1735917840,3527.95,3533.15,3526.45,3531.9,53340,ETH_USDT
1735917840,216.99,217.29,216.84,217.14,625,SOL_USDT
1735917840,97014.9,97118.5,96979.5,97059.1,295483,BTC_USDT
1735917900,3531.85,3537.6,3531.4,3536.45,68903,ETH_USDT
1735917900,0.3649,0.36587,0.36476,0.3657,86228,DOGE_USDT
1735917900,217.25,217.5,217.21,217.23,196,SOL_USDT
1735917900,2.4389,2.4427,2.4388,2.44,4154,XRP_USDT
1735917900,97066.5,97150,97050.5,97149.9,164409,BTC_USDT
1735917960,3536.4,3538,3534.05,3537.95,81769,ETH_USDT
1735917960,217.26,217.4,217.22,217.3,67,SOL_USDT
1735917960,0.36563,0.36578,0.36482,0.36491,68466,DOGE_USDT
1735917960,97150,97192.9,97112.9,97177.6,163032,BTC_USDT
1735917960,2.4399,2.4403,2.439,2.4393,641,XRP_USDT
1735918020,217.31,217.51,217.26,217.26,377,SOL_USDT
1735918020,0.36487,0.3651,0.36456,0.3646,61305,DOGE_USDT
1735918020,3538,3539.6,3535.4,3535.65,63911,ETH_USDT
1735918020,97177.5,97288,97156.8,97161.4,396447,BTC_USDT
1735918020,2.4394,2.4398,2.4369,2.4376,2192,XRP_USDT
1735918080,217.2,217.24,217.03,217.08,67,SOL_USDT
1735918080,0.36464,0.36523,0.36463,0.36476,47749,DOGE_USDT
1735918080,97161.5,97200,97161.4,97199,35628,BTC_USDT
1735918080,2.4385,2.4396,2.436,2.437,1879,XRP_USDT
1735918080,3535.5,3537.75,3535.3,3537.25,57696,ETH_USDT
1735918140,97199,97254.9,97183.2,97220.9,142204,BTC_USDT
1735918140,2.4379,2.4384,2.4367,2.437,364,XRP_USDT
1735918140,3537.35,3538.75,3533.15,3536.85,56010,ETH_USDT
1735918140,217.13,217.17,217.01,217.02,268,SOL_USDT
1735918140,0.36478,0.365,0.36469,0.36481,73505,DOGE_USDT
1735918200,217.07,217.26,216.99,217.12,1063,SOL_USDT
1735918200,2.4368,2.4368,2.4329,2.4341,350,XRP_USDT
1735918200,97220.9,97220.9,97093.5,97166.6,124700,BTC_USDT
1735918200,3537.05,3538.65,3532.6,3535.9,65249,ETH_USDT
1735918200,0.3648,0.3652,0.36419,0.36488,108517,DOGE_USDT
1735918260,97176.3,97211.6,97090.8,97211.3,106211,BTC_USDT
1735918260,2.4329,2.4338,2.43,2.4329,545,XRP_USDT
1735918260,0.36485,0.36533,0.36435,0.36514,45183,DOGE_USDT
1735918260,3536.2,3536.6,3533.3,3535.4,19020,ETH_USDT
1735918260,217.09,217.12,216.95,217.04,137,SOL_USDT
1735918320,3535.1,3538.5,3534.7,3538.5,52994,ETH_USDT
1735918320,2.4343,2.4353,2.4338,2.4341,437,XRP_USDT
1735918320,97211.2,97250,97202.9,97234.5,175874,BTC_USDT
1735918320,0.36508,0.36546,0.36498,0.36528,79326,DOGE_USDT
1735918320,217.1,217.2,217.04,217.09,177,SOL_USDT
1735918380,2.4346,2.4369,2.4345,2.4366,697,XRP_USDT
1735918380,97230.8,97299,97230.8,97255.2,304516,BTC_USDT
1735918380,217.29,217.49,217.26,217.45,391,SOL_USDT
1735918380,0.3653,0.3659,0.36527,0.36586,67977,DOGE_USDT
1735918380,3538.3,3542.9,3538.2,3541.75,81325,ETH_USDT
1735918440,3541.7,3542.1,3539.2,3541.95,71175,ETH_USDT
1735918440,217.46,217.46,217.29,217.31,89,SOL_USDT
1735918440,2.4349,2.4361,2.4349,2.435,514,XRP_USDT
1735918440,0.36585,0.36599,0.3655,0.36569,50486,DOGE_USDT
1735918440,97254.1,97322.5,97246.3,97322.4,84952,BTC_USDT
1735918500,0.36562,0.36649,0.36526,0.36622,226484,DOGE_USDT
1735918500,217.32,217.55,217.2,217.51,120,SOL_USDT
1735918500,97322.4,97390.5,97248.1,97390.5,189678,BTC_USDT
1735918500,3541.95,3548,3540.55,3546.85,201829,ETH_USDT
1735918500,2.4367,2.4398,2.4344,2.4386,3571,XRP_USDT
1735918560,2.4388,2.441,2.4381,2.4389,1905,XRP_USDT
1735918560,217.49,217.58,217.15,217.15,448,SOL_USDT
1735918560,0.36616,0.36717,0.36593,0.3665,57049,DOGE_USDT
1735918560,3546.8,3548.75,3543.5,3544.5,73080,ETH_USDT
1735918560,97390.5,97498,97363.3,97419.2,345406,BTC_USDT
1735918620,0.36663,0.36675,0.36594,0.36607,51546,DOGE_USDT
1735918620,217.16,217.24,216.95,217,192,SOL_USDT
1735918620,2.4392,2.4392,2.4341,2.4341,7498,XRP_USDT
1735918620,97419.2,97478.9,97340.9,97371.4,196917,BTC_USDT
1735918620,3544.4,3546,3540.6,3541.85,98126,ETH_USDT
1735918680,0.36622,0.36644,0.36597,0.36644,45091,DOGE_USDT
1735918680,3541.9,3544.5,3540.1,3542.5,29604,ETH_USDT
1735918680,217.02,217.04,216.85,217.01,246,SOL_USDT
1735918680,2.4341,2.4343,2.4314,2.4332,2598,XRP_USDT
1735918680,97371.4,97419.1,97308.7,97397.6,227965,BTC_USDT
1735918740,3542.45,3548.4,3542.45,3548.1,101871,ETH_USDT
1735918740,217.05,217.23,217.04,217.2,161,SOL_USDT
1735918740,2.434,2.4348,2.4323,2.4336,1448,XRP_USDT
1735918740,0.36645,0.36693,0.36645,0.36692,29074,DOGE_USDT
1735918740,97397.5,97430.4,97368.4,97405.2,136890,BTC_USDT
1735918800,2.4324,2.433,2.4309,2.4322,1306,XRP_USDT
1735918800,0.36684,0.36768,0.36667,0.36706,51688,DOGE_USDT
1735918800,97410.9,97427.9,97327.8,97427.9,143810,BTC_USDT
1735918800,217.34,217.47,217.26,217.47,133,SOL_USDT
1735918800,3548.1,3549,3545.8,3547.2,36625,ETH_USDT
1735918860,97428,97485.2,97428,97463.2,128326,BTC_USDT
1735918860,2.432,2.4337,2.4307,2.4309,438,XRP_USDT
1735918860,3547.55,3550,3545.7,3546.05,96287,ETH_USDT
1735918860,217.48,217.62,217.48,217.55,94,SOL_USDT
1735918860,0.36706,0.36792,0.36706,0.36763,165278,DOGE_USDT
1735918920,0.36763,0.36788,0.36718,0.3674,51302,DOGE_USDT
1735918920,97463.2,97481.9,97429.5,97465.3,76976,BTC_USDT
1735918920,2.4304,2.4319,2.4304,2.4312,4011,XRP_USDT
1735918920,217.54,217.67,217.51,217.64,515,SOL_USDT
1735918920,3546,3548.7,3544.7,3548.2,50804,ETH_USDT
1735918980,2.4317,2.4342,2.4317,2.4336,719,XRP_USDT
1735918980,0.36731,0.36731,0.36651,0.36677,203576,DOGE_USDT
1735918980,3547.95,3555,3547.5,3553.05,155953,ETH_USDT
1735918980,217.65,217.88,217.63,217.83,558,SOL_USDT
1735918980,97461.5,97499,97454.8,97490.4,129551,BTC_USDT
1735919040,217.84,217.91,217.62,217.62,168,SOL_USDT
1735919040,2.4336,2.4366,2.433,2.433,2263,XRP_USDT
1735919040,0.36679,0.36687,0.36647,0.36654,49351,DOGE_USDT
1735919040,3553,3555,3551.5,3551.85,70374,ETH_USDT
1735919040,97492.3,97500,97385.7,97389.6,365457,BTC_USDT
1735919100,3551.75,3565,3551.75,3560.4,372637,ETH_USDT
1735919100,0.36651,0.36796,0.36651,0.36795,45870,DOGE_USDT
1735919100,97389.6,97500,97389.6,97500,104251,BTC_USDT
1735919100,2.433,2.4364,2.4328,2.4351,2177,XRP_USDT
1735919100,217.57,217.87,217.57,217.77,142,SOL_USDT
1735919160,97499.9,97631.1,97475.9,97493.2,463883,BTC_USDT
1735919160,2.434,2.4369,2.434,2.4357,5532,XRP_USDT
1735919160,217.79,218.02,217.74,217.79,842,SOL_USDT
1735919160,3560.4,3574,3558.9,3565.15,437451,ETH_USDT
1735919160,0.368,0.36845,0.36751,0.36763,119958,DOGE_USDT
1735919220,0.36755,0.36756,0.36702,0.36737,94296,DOGE_USDT
1735919220,3565.1,3565.1,3559.2,3564,203455,ETH_USDT
1735919220,2.4364,2.4367,2.4344,2.4363,355,XRP_USDT
1735919220,217.88,217.88,217.56,217.78,686,SOL_USDT
1735919220,97493.1,97493.1,97386.9,97463.3,340663,BTC_USDT
1735919280,3564.1,3569.5,3562.8,3566.45,94586,ETH_USDT
1735919280,217.73,217.88,217.7,217.85,327,SOL_USDT
1735919280,2.4359,2.4383,2.4343,2.4373,4004,XRP_USDT
1735919280,97463.3,97487.6,97380,97440.4,366768,BTC_USDT
1735919280,0.36737,0.36742,0.36709,0.36726,32125,DOGE_USDT
1735919340,217.79,218.03,217.65,217.93,562,SOL_USDT
